filename,ingredient_name,specifications,attribute,target,tolerance,sampling,testmethod
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,"Aflatoxin, total |",<= 5 ppb," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey approved method or AOAC equivalent 1
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,[Mycotoxins OTHER THAN Aflatoxin ],0 ppb," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey approved method or AOAC equivalent ]
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,"Mycotoxins, OTHER THAN ALFATOXIN",0 ppb,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Extraneous Material,Free from adulterants,"Must conform with FDA Defect Action Levels (DALS) where applicable or Canadian equivalent (e.g., chocolate liquor, cocoa, wheat flour)",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Foreign Material,Free from adulterants,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,[Extraneous Material ],[Free from adulterants," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey approved method or AOAC equivalent
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,[Foreign Material,[Free from adulterants," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey approved method or AOAC equivalent ]
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,Flavor/Odor ],[No foreign taste or odor," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey Sensory Evaluation
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,pH (10% solution) @25,<1.2," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey approved method or AOAC equivalent 1
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,[Moisture,[20%," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey approved method or AOAC equivalent 1
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,Assay - Lactic Acid ],[80% )," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",[Each lot ),Hershey approved method or AOAC equivalent 1
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Flavor/Odor,Odorless with a tart taste,Shall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Color/Appearance,White or nearly white crystals,Shall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,Assay Stereochemical purity (L-isomer) ],>95% )," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",[Each lot ),Hershey approved method or AOAC equivalent 1
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,Color,"[White, Yellowish"," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",As requested,Hershey Sensory Evaluation
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", ANALYTICAL SPECIFICATIONS,Density (20C) |,1.19g/mL )," Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines |",Each lot ),Hershey approved method or AOAC equivalent 1
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", MICROBIOLOGICAL CRITERIAnullnullnullnullnullnull,APC,null,"11,000 1",As requested,[BAM or AOAC
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", MICROBIOLOGICAL CRITERIAnullnullnullnullnullnull,Yeast,null,1100 1,As requested,[BAM or AoAc
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", MICROBIOLOGICAL CRITERIAnullnullnullnullnullnull,Mold,null,1100 1,As requested,BAM or AoAc
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", MICROBIOLOGICAL CRITERIAnullnullnullnullnullnull,Coliform,null,“w“],As requested,BAM or AoAc
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", MICROBIOLOGICAL CRITERIAnullnullnullnullnullnull,E. coli,null,Negative |,As requested,BAM or AOAC
"Acid, Lactic, 80 Solution, Purac FCC 80 Subs 44849.xlsx"," Acid, Lactic, 80% Solution, Purac FCC 80 Subs 44849", MICROBIOLOGICAL CRITERIAnullnullnullnullnullnull,Salmonella,null,Negative |,As requested,BAM or AOAC
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Moisture, <=0.5%,Lower limit: 0% Upper limit: 5%,As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Particle Size On a US mesh screen #20 (850 micron), <=0.5%<=1%,1%,Each lot,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Particle Size Through a US mesh screen #120 (125 micron), <=0.5%<=1%<=12%,12%,Each lot,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Assay, <=0.5%<=1%<=12%99.6%,Lower limit: 99.5% Upper limit: 100.5%,Each lot,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Density, <=0.5%<=1%<=12%99.6%825,Lower limit: 800 Upper limit: 850,As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Pesticides and Residues,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Arsenic,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Cadmium,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Lead,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,"Aflatoxin, total",<= 5 ppb,Upper limit 5 ppb,As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Yeast,White or nearly white crystals,Shall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Yeast,null,100, BAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Yeast,null,100, BAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Mold,null,100, BAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Mold,null,100, BAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Mold,null,100, BAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Coliform,null,100, BAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Coliform,null,10 Max, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Coliform,null,10 Max, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,E. coli,null,10 Max, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,CERTIFICATE OF ANALYSIS REQUIREMENTS,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,CERTIFICATE OF ANALYSIS REQUIREMENTS,null,"", BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,""
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,CERTIFICATE OF ANALYSIS REQUIREMENTS,null,"", BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,""
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Moisture, <=0.5%,Lower limit: 0% Upper limit: 5%,As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Particle Size On a US mesh screen #20 (850 micron), <=0.5%<=1%,1%,Each lot,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Particle Size Through a US mesh screen #120 (125 micron), <=0.5%<=1%<=12%,12%,Each lot,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Assay, <=0.5%<=1%<=12%99.6%,Lower limit: 99.5% Upper limit: 100.5%,Each lot,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", FUNCTIONAL SPECIFICATIONS,Density, <=0.5%<=1%<=12%99.6%825,Lower limit: 800 Upper limit: 850,As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Pesticides and Residues,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Arsenic,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Cadmium,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Lead,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,"Aflatoxin, total",<= 5 ppb,Upper limit 5 ppb,As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,"Mycotoxins, OTHER THAN ALFATOXIN",0 ppb,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Extraneous Material,Free from adulterants,"Must conform with FDA Defect Action Levels (DALS) where applicable or Canadian equivalent (e.g., chocolate liquor, cocoa, wheat flour)",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Foreign Material,Free from adulterants,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Flavor/Odor,Odorless with a tart taste,Shall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", ANALYTICAL SPECIFICATIONS,Color/Appearance,White or nearly white crystals,Shall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Yeast,White or nearly white crystals,Shall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Yeast,null,100, BAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Yeast,null,100, BAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Mold,null,100, BAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Mold,null,100, BAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Mold,null,100, BAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Coliform,null,100, BAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Coliform,null,10 Max, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Coliform,null,10 Max, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,E. coli,null,10 Max, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
